bf_cc,bf_bb,bf_qx,bf_zf,cc_bb,cc_qx,cc_zf,bb_qx,bb_zf,qx_zf
-113.0,-61.0,409.0,-147.0,274.0,744.0,188.0,669.0,113.0,-422.96
-330.0,-66.0,413.8,-152.0,269.0,748.8,183.0,673.8,108.0,-427.97
-330.0,-66.0,364.66,-152.0,269.0,699.66,183.0,624.66,108.0,-429.98
-330.0,-71.0,364.66,-157.0,264.0,699.66,178.0,624.66,103.0,-412.75
-330.0,-71.0,364.66,-157.0,264.0,699.66,178.0,624.66,103.0,-412.75
-329.0,-75.0,365.0,-161.0,259.0,699.0,173.0,624.0,98.0,-417.76
-329.0,-71.0,365.66,-161.0,263.0,699.66,173.0,624.66,98.0,-417.75
-329.0,-71.0,280.0,-166.0,263.0,614.0,168.0,539.0,93.0,-340.8
-329.0,-71.0,280.0,-166.0,263.0,614.0,168.0,539.0,93.0,-342.78
-329.0,-71.0,280.0,-171.0,263.0,614.0,163.0,539.0,88.0,-347.79
-329.0,-76.0,280.0,-176.0,258.0,614.0,158.0,539.0,83.0,-350.8
-329.0,-76.0,280.0,-181.0,258.0,614.0,153.0,445.0,-16.0,-359.79
-335.0,-77.0,280.0,-181.0,351.0,708.0,247.0,539.0,78.0,-359.8
-335.0,-87.0,280.0,-181.0,341.0,708.0,247.0,539.0,78.0,-359.8
-335.0,-87.0,344.72,-186.0,341.0,772.72,242.0,603.72,73.0,-381.9
-335.0,-88.0,344.72,-186.0,340.0,772.72,242.0,603.72,73.0,-381.9
-335.0,-88.0,344.72,-186.0,340.0,772.72,242.0,603.72,73.0,-381.9
-335.0,-88.0,359.0,-186.0,340.0,787.0,242.0,618.0,73.0,-382.91
-335.0,-88.0,358.0,-186.0,340.0,786.0,242.0,617.0,73.0,-383.92
-335.0,-131.0,356.0,-186.0,297.0,784.0,242.0,615.0,73.0,-383.93
-335.0,-141.0,355.0,-196.0,287.0,783.0,232.0,614.0,63.0,-394.93
-335.0,-141.0,344.75,-201.0,287.0,772.75,227.0,603.75,58.0,-399.94
-337.0,-142.0,344.75,-206.0,285.0,771.75,221.0,603.75,53.0,-405.94
-337.0,-142.0,343.75,-211.0,285.0,770.75,216.0,602.75,48.0,-410.95
-338.0,-148.0,342.75,-202.0,280.0,770.75,226.0,602.75,58.0,-401.96
-338.0,-148.0,337.96,-197.0,280.0,765.96,231.0,597.96,63.0,-323.49
-338.0,-149.0,336.96,-202.0,279.0,764.96,226.0,596.96,58.0,-328.49
-338.0,-149.0,336.95,-202.0,279.0,764.95,226.0,596.95,58.0,-328.49
-338.0,-149.0,335.95,-192.0,279.0,763.95,236.0,595.95,68.0,-293.77
-338.0,-149.0,334.93,-192.0,279.0,762.93,236.0,594.93,68.0,-340.51
-338.0,-150.0,334.93,-192.0,278.0,762.93,236.0,594.93,68.0,-340.51
-338.0,-150.0,333.92,-192.0,278.0,761.92,236.0,593.92,68.0,-340.51
-338.0,-150.0,332.92,-197.0,278.0,760.92,231.0,592.92,63.0,-345.51
-338.0,-150.0,332.9,-187.0,278.0,760.9,241.0,592.9,73.0,-335.51
-335.0,-150.0,331.89,-182.0,276.0,757.89,244.0,591.89,78.0,-330.51
-335.0,-148.0,330.89,-182.0,278.0,756.89,244.0,590.89,78.0,-330.51
-335.0,-148.0,149.51,-182.0,278.0,575.51,244.0,409.51,78.0,-330.51
-335.0,-149.0,282.02,-182.0,277.0,708.02,244.0,542.02,78.0,-338.19
-335.0,-149.0,282.01,-162.0,277.0,708.01,264.0,542.01,98.0,-320.17
-335.0,-149.0,281.0,-162.0,277.0,707.0,264.0,541.0,98.0,-322.15
-335.0,-149.0,279.99,-162.0,277.0,705.99,264.0,539.99,98.0,-324.13
-330.0,-149.0,278.99,-162.0,267.0,694.99,254.0,538.99,98.0,-326.15
-330.0,-149.0,277.97,-162.0,267.0,693.97,254.0,537.97,98.0,-328.15
-330.0,-148.0,276.97,-162.0,268.0,692.97,254.0,536.97,98.0,-328.15
-330.0,-149.0,275.96,13.0,267.0,691.96,429.0,535.96,273.0,-153.15
-330.0,-149.0,275.95,18.0,267.0,691.95,434.0,535.95,278.0,-150.17
-330.0,-204.0,274.93,18.0,212.0,690.93,434.0,534.93,278.0,-152.17
-330.0,-204.0,274.94,18.0,212.0,690.94,434.0,534.94,278.0,-152.17
-330.0,-214.0,330.0,13.0,202.0,746.0,429.0,590.0,273.0,-160.19
-330.0,-214.0,330.0,13.0,202.0,746.0,429.0,590.0,273.0,-160.19
-330.0,-214.0,272.9,-72.0,202.0,688.9,344.0,522.9,178.0,-248.18
-330.0,-214.0,270.88,-72.0,202.0,686.88,344.0,520.88,178.0,-251.18
-330.0,-214.0,270.88,-72.0,217.0,701.88,359.0,520.88,178.0,-253.18
-330.0,-214.0,268.85,-77.0,217.0,699.85,354.0,518.85,173.0,-258.18
-330.0,-214.0,267.85,-77.0,217.0,698.85,354.0,517.85,173.0,-262.2
-330.0,-219.0,267.85,-77.0,212.0,698.85,354.0,517.85,173.0,-181.38
-330.0,-219.0,259.82,-82.0,212.0,690.82,349.0,509.82,168.0,-190.34
-294.0,-188.0,293.8,-46.0,207.0,688.8,349.0,517.8,178.0,-173.09
-294.0,-188.0,292.79,-46.0,207.0,687.79,349.0,495.79,157.0,-175.07
-179.0,-73.0,407.79,74.0,207.0,687.79,354.0,496.79,163.0,-172.05
-293.0,-187.0,238.88,-40.0,207.0,632.88,354.0,441.88,163.0,-125.01
-327.0,-182.0,238.88,-45.0,212.0,632.88,349.0,441.88,158.0,-100.0
-219.0,-74.0,344.85,63.0,212.0,630.85,349.0,439.85,158.0,-101.99
-220.0,-75.0,342.85,62.0,212.0,629.85,349.0,438.85,158.0,-101.99
-329.0,-184.0,233.85,-52.0,212.0,629.85,344.0,458.85,173.0,-106.99
-329.0,-184.0,233.84,-52.0,212.0,629.84,344.0,458.84,173.0,-106.99
-330.0,-185.0,231.83,-43.0,212.0,628.83,354.0,447.83,173.0,-96.99
-329.0,-184.0,230.81,-42.0,212.0,626.81,354.0,445.81,173.0,-96.99
-329.0,-184.0,229.81,-42.0,212.0,625.81,354.0,444.81,173.0,-96.99
-228.0,-83.0,328.79,59.0,212.0,623.79,354.0,442.79,173.0,-96.99
-228.0,-83.0,327.78,59.0,212.0,622.78,354.0,441.78,173.0,-96.99
-229.0,-84.0,324.75,58.0,212.0,620.75,354.0,449.75,183.0,-96.99
-228.0,-84.0,323.74,58.0,212.0,619.74,354.0,422.74,157.0,-96.99
-228.0,-84.0,320.72,-67.0,212.0,616.72,229.0,435.72,48.0,-221.99
-228.0,-84.0,320.72,-67.0,212.0,616.72,229.0,435.72,48.0,-221.99
-228.0,-84.0,318.69,53.0,212.0,614.69,349.0,433.69,168.0,-101.99
-228.0,-84.0,316.66,-47.0,212.0,612.66,249.0,431.66,68.0,-201.99
-158.0,-14.0,385.66,18.0,212.0,611.66,244.0,430.66,63.0,-206.99
-159.0,-15.0,383.65,12.0,212.0,610.65,239.0,429.65,58.0,-211.99
-161.0,-17.0,381.64,10.0,212.0,610.64,239.0,429.64,58.0,-211.99
-162.0,-23.0,378.62,4.0,207.0,608.62,234.0,437.62,63.0,-216.99
-163.0,-24.0,377.62,-2.0,207.0,608.62,229.0,417.62,38.0,-221.99
-109.0,30.0,430.61,42.0,207.0,607.61,219.0,416.61,28.0,-231.99
-110.0,29.0,572.0,61.0,207.0,750.0,239.0,559.0,48.0,-212.0
-110.0,29.0,582.0,61.0,207.0,760.0,239.0,569.0,48.0,-374.0
-110.0,28.0,572.0,56.0,206.0,750.0,234.0,559.0,43.0,-382.0
-120.0,18.0,561.0,41.0,206.0,749.0,229.0,550.0,30.0,-389.0
-122.0,6.0,559.0,39.0,196.0,749.0,229.0,578.0,58.0,-390.01
-122.0,11.0,559.0,44.0,201.0,749.0,234.0,578.0,63.0,-388.01
-124.0,13.0,557.0,42.0,205.0,749.0,234.0,578.0,63.0,-391.01
-124.0,3.0,557.0,42.0,195.0,749.0,234.0,578.0,63.0,-393.0
-127.0,1.0,555.0,40.0,189.0,743.0,228.0,568.0,53.0,-394.01
-127.0,-4.0,555.0,40.0,184.0,743.0,228.0,568.0,53.0,-426.0
-129.0,-12.0,565.0,38.0,178.0,755.0,228.0,580.0,53.0,-517.0
-130.0,-13.0,564.0,32.0,178.0,755.0,223.0,580.0,48.0,-523.0
-130.0,3.0,563.0,37.0,194.0,754.0,228.0,561.0,35.0,-458.43
-132.0,1.0,561.0,30.0,194.0,754.0,223.0,561.0,30.0,-460.55
-134.0,-1.0,559.0,28.0,194.0,754.0,223.0,561.0,30.0,-464.36
-136.0,-4.0,557.0,26.0,193.0,754.0,223.0,579.0,48.0,-466.34
-136.0,4.0,496.0,16.0,201.0,693.0,213.0,499.0,19.0,-477.34
-148.0,2.0,495.0,10.0,206.0,699.0,214.0,518.0,33.0,-482.34
-149.0,1.0,493.0,9.0,206.0,698.0,214.0,517.0,33.0,-482.34
-152.0,-7.0,490.0,1.0,201.0,698.0,209.0,517.0,28.0,-487.34
-153.0,-13.0,490.0,-10.0,196.0,699.0,199.0,518.0,18.0,-497.34
-154.0,-9.0,489.0,-21.0,201.0,699.0,189.0,518.0,8.0,-507.34
-155.0,-10.0,488.0,-27.0,201.0,699.0,184.0,518.0,3.0,-501.68
-155.0,-10.0,485.3,-32.0,201.0,696.3,179.0,515.3,-2.0,-461.56
-157.0,-14.0,483.3,-34.0,199.0,696.3,179.0,515.3,-2.0,-461.56
-159.0,-16.0,484.0,-41.0,199.0,699.0,174.0,518.0,-7.0,-468.58
-159.0,-16.0,484.0,-46.0,199.0,699.0,169.0,672.0,142.0,-473.58
-160.0,-27.0,483.0,-52.0,189.0,699.0,164.0,689.0,154.0,-480.58
-148.0,-10.0,495.0,-45.0,194.0,699.0,159.0,689.0,149.0,-487.6
-105.0,-16.0,494.0,-51.0,189.0,699.0,154.0,689.0,144.0,-492.6
-106.0,-17.0,490.3,-62.0,189.0,696.3,144.0,686.3,134.0,-502.6
-107.0,-23.0,489.3,-68.0,184.0,696.3,139.0,596.3,39.0,-507.6
-108.0,-24.0,488.3,-79.0,184.0,696.3,129.0,686.3,119.0,-519.6
-108.0,-24.0,488.3,-84.0,184.0,696.3,124.0,686.3,114.0,-524.6
-52.0,27.0,544.3,-23.0,179.0,696.3,129.0,686.3,119.0,-521.62
-55.0,24.0,541.3,-11.0,179.0,696.3,144.0,686.3,134.0,-508.62
-56.0,23.0,606.0,-12.0,179.0,762.0,144.0,752.0,134.0,-510.64
-111.0,-33.0,551.0,-67.0,178.0,762.0,144.0,752.0,134.0,-514.66
-111.0,-33.0,485.3,18.0,178.0,696.3,229.0,686.3,219.0,-431.66
-112.0,-35.0,549.0,16.0,172.0,756.0,223.0,747.0,214.0,-471.74
-111.0,-35.0,550.0,17.0,171.0,756.0,223.0,742.0,209.0,-471.74
-113.0,-37.0,488.72,15.0,171.0,696.72,223.0,677.72,204.0,-473.0
-115.0,-44.0,546.0,8.0,166.0,756.0,218.0,742.0,204.0,-277.06
-116.0,-45.0,544.0,2.0,166.0,755.0,213.0,736.0,194.0,-285.04
-118.0,-47.0,542.0,0.0,166.0,755.0,213.0,745.0,203.0,-285.04
-118.0,-47.0,542.0,-5.0,166.0,755.0,208.0,665.0,118.0,-319.04
-120.0,-49.0,312.04,-17.0,166.0,527.04,198.0,437.04,108.0,-302.0
-107.0,-36.0,407.38,-9.0,166.0,609.38,193.0,605.38,189.0,-334.04
-107.0,-39.0,405.37,-19.0,163.0,607.37,183.0,602.37,178.0,-344.04
-106.0,-39.0,321.0,-203.0,162.0,522.0,-2.0,518.0,-6.0,-495.0
-137.0,-12.0,354.45,-176.0,348.0,714.45,184.0,524.45,-6.0,-495.0
-137.0,-12.0,352.47,-176.0,348.0,712.47,184.0,521.47,-7.0,-495.0
-137.0,-17.0,352.47,-176.0,343.0,712.47,184.0,521.47,-7.0,-495.0
-137.0,-17.0,351.47,9.0,343.0,711.47,369.0,521.47,179.0,-339.0
-139.0,-24.0,345.64,7.0,338.0,707.64,369.0,517.64,179.0,-260.0
-60.0,46.0,346.0,86.0,329.0,629.0,369.0,438.0,178.0,-243.0
-76.0,30.0,327.98,-115.0,329.0,626.98,184.0,435.98,-7.0,-428.0
-78.0,27.0,324.98,-117.0,328.0,625.98,184.0,435.98,-6.0,-428.0
-395.0,-299.0,66.0,-434.0,319.0,684.0,184.0,488.0,-12.0,-428.0
-407.0,-306.0,7.83,-446.0,324.0,637.83,184.0,379.83,-74.0,-428.0
-407.0,-311.0,51.98,-446.0,319.0,681.98,184.0,490.98,-7.0,-428.0
-333.0,-221.0,124.36,-361.0,300.0,645.36,160.0,477.36,-8.0,-428.0
-299.0,-192.0,186.34,-327.0,295.0,673.34,160.0,495.34,-18.0,-428.0
-277.0,-171.0,194.55,-305.0,294.0,659.55,160.0,481.55,-18.0,-428.0
-279.0,-173.0,204.31,-307.0,294.0,671.31,160.0,499.31,-12.0,-428.0
-267.0,-162.0,214.66,-295.0,293.0,669.66,160.0,488.66,-21.0,-428.0
-267.0,-162.0,232.53,-295.0,293.0,687.53,160.0,506.53,-21.0,-428.0
-268.0,-163.0,248.27,-296.0,293.0,704.27,160.0,522.27,-22.0,-499.56
-270.0,-165.0,265.11,-338.0,293.0,723.11,120.0,541.11,-62.0,-540.56
-253.0,-216.0,214.11,-349.0,279.0,709.11,146.0,531.11,-32.0,-500.56
-253.0,-216.0,214.11,-349.0,279.0,709.11,146.0,530.11,-33.0,-500.56
-208.0,-172.0,282.25,-304.0,278.0,732.25,146.0,553.25,-33.0,-500.56
-228.0,-192.0,262.24,-324.0,278.0,732.24,146.0,543.24,-43.0,-500.56
-229.0,-193.0,259.22,-325.0,278.0,730.22,146.0,550.22,-34.0,-500.56
-231.0,-196.0,257.22,-332.0,277.0,730.22,141.0,496.22,-93.0,-569.1
-232.0,-197.0,323.0,-328.0,277.0,797.0,146.0,607.0,-44.0,-564.1
-234.0,-199.0,319.01,-330.0,277.0,795.01,146.0,560.01,-89.0,-564.1
-198.0,-163.0,352.99,-294.0,277.0,792.99,146.0,547.99,-99.0,-564.1
-292.0,-257.0,258.98,-388.0,277.0,792.98,146.0,547.98,-99.0,-564.1
-293.0,-258.0,257.98,-389.0,277.0,792.98,146.0,547.98,-99.0,-564.1
-268.0,-230.0,280.96,-364.0,280.0,790.96,146.0,544.96,-100.0,-564.1
-123.0,-230.0,278.98,-369.0,134.0,642.98,-5.0,542.98,-105.0,-590.25
-124.0,-230.0,275.96,-365.0,135.0,640.96,0.0,540.96,-100.0,-585.25
-125.0,-232.0,270.94,-366.0,134.0,636.94,0.0,535.94,-101.0,-585.25
-57.0,-164.0,338.94,-298.0,134.0,636.94,0.0,526.94,-110.0,-585.25
-57.0,-164.0,338.94,-298.0,134.0,636.94,0.0,535.94,-101.0,-585.25
-59.0,-166.0,334.94,-300.0,134.0,634.94,0.0,523.94,-111.0,-584.25
-66.0,-173.0,327.94,-307.0,134.0,634.94,0.0,523.94,-111.0,-584.25
-80.0,-186.0,311.92,-321.0,135.0,632.92,0.0,530.92,-102.0,-584.25
-82.0,-189.0,307.92,-323.0,134.0,630.92,0.0,518.92,-112.0,-563.1
-80.0,-189.0,305.91,-324.0,134.0,628.91,-1.0,516.91,-113.0,-523.0
-79.0,-190.0,303.92,-323.0,132.0,625.92,-1.0,513.92,-113.0,-523.0
-80.0,-191.0,302.91,-324.0,132.0,625.91,-1.0,512.91,-114.0,-523.0
-81.0,-192.0,300.91,-325.0,132.0,624.91,-1.0,511.91,-114.0,-523.0
-82.0,-193.0,298.9,-326.0,132.0,623.9,-1.0,501.9,-123.0,-563.1
-83.0,-192.0,295.91,-327.0,134.0,621.91,-1.0,522.91,-100.0,-564.1
-85.0,-196.0,292.91,-329.0,116.0,604.91,-17.0,497.91,-124.0,-564.1
-87.0,-198.0,287.91,-331.0,116.0,601.91,-17.0,494.91,-124.0,-564.1
-89.0,-198.0,285.91,-338.0,118.0,601.91,-22.0,503.91,-120.0,-569.1
-90.0,-199.0,255.91,-339.0,118.0,572.91,-22.0,464.91,-130.0,-568.1
-71.0,-180.0,273.91,-320.0,118.0,571.91,-22.0,463.91,-130.0,-568.1
-61.0,-170.0,281.91,-315.0,118.0,569.91,-27.0,461.91,-135.0,-574.1
-64.0,-173.0,277.91,-313.0,118.0,568.91,-22.0,459.91,-131.0,-569.1
-64.0,-164.0,277.91,-318.0,127.0,568.91,-27.0,459.91,-136.0,-574.1
-66.0,-166.0,275.91,-315.0,127.0,568.91,-22.0,459.91,-131.0,-568.1
-67.0,-167.0,274.91,-316.0,127.0,568.91,-22.0,458.91,-132.0,-568.1
-68.0,-173.0,273.91,-322.0,122.0,568.91,-27.0,458.91,-137.0,-573.1
-77.0,-174.0,272.91,-323.0,120.0,566.91,-29.0,458.91,-137.0,-573.1
-78.0,-175.0,271.91,-314.0,120.0,566.91,-19.0,458.91,-127.0,-564.1
-80.0,-172.0,269.91,-316.0,125.0,566.91,-19.0,457.91,-128.0,-563.1
-80.0,-172.0,269.91,-316.0,125.0,566.91,-19.0,457.91,-128.0,-563.1
-81.0,-173.0,268.91,-317.0,125.0,566.91,-19.0,452.91,-133.0,-563.1
-82.0,-173.0,267.91,-318.0,126.0,566.91,-19.0,452.91,-133.0,-563.1
-81.0,-173.0,268.91,-317.0,125.0,566.91,-19.0,452.91,-133.0,-563.1
-83.0,-174.0,266.91,-319.0,126.0,566.91,-19.0,447.91,-138.0,-563.1
-84.0,-175.0,265.91,-325.0,126.0,566.91,-24.0,447.91,-143.0,-568.1
-79.0,-176.0,264.91,-326.0,136.0,576.91,-14.0,442.91,-148.0,-568.1
-81.0,-178.0,262.91,-328.0,136.0,576.91,-14.0,442.91,-148.0,-568.1
-81.0,-178.0,262.91,-328.0,136.0,576.91,-14.0,441.91,-149.0,-568.1
-82.0,-179.0,260.9,-329.0,136.0,575.9,-14.0,440.9,-149.0,-504.56
-84.0,-181.0,258.9,-331.0,136.0,575.9,-14.0,451.9,-138.0,-504.56
-84.0,-181.0,258.9,-331.0,136.0,575.9,-14.0,451.9,-138.0,-504.56
-85.0,-182.0,256.89,-332.0,136.0,574.89,-14.0,450.89,-138.0,-504.56
-86.0,-183.0,273.19,-333.0,136.0,592.19,-14.0,468.19,-138.0,-568.1
-86.0,-183.0,273.19,-333.0,136.0,592.19,-14.0,468.19,-138.0,-568.1
-87.0,-194.0,271.19,-334.0,123.0,588.19,-17.0,499.19,-106.0,-505.56
-88.0,-194.0,270.18,-335.0,124.0,588.18,-17.0,490.18,-115.0,-508.0
-88.0,-195.0,269.18,-235.0,123.0,587.18,83.0,488.18,-16.0,-408.0
-67.0,-165.0,290.18,-214.0,132.0,587.18,83.0,488.18,-16.0,-408.0
-68.0,-174.0,289.18,-290.0,124.0,587.18,8.0,488.18,-91.0,-543.1
-70.0,-176.0,287.18,-292.0,124.0,587.18,8.0,488.18,-91.0,-544.1
-70.0,-176.0,287.18,-292.0,124.0,587.18,8.0,488.18,-91.0,-544.1
-72.0,-170.0,285.18,-294.0,132.0,587.18,8.0,488.18,-91.0,-544.1
-73.0,-179.0,284.18,-295.0,124.0,587.18,8.0,488.18,-91.0,-544.1
-75.0,-173.0,246.1,-297.0,132.0,551.1,8.0,452.1,-91.0,-482.0
-75.0,-181.0,282.18,-302.0,124.0,587.18,3.0,488.18,-96.0,-487.0
-92.0,-190.0,279.2,-313.0,104.0,573.2,-19.0,486.2,-106.0,-497.0
-51.0,-151.0,320.2,-272.0,102.0,573.2,-19.0,497.2,-95.0,-497.0
-50.0,-150.0,320.2,-271.0,102.0,572.2,-19.0,496.2,-95.0,-558.1
66.0,-34.0,436.2,-155.0,102.0,572.2,-19.0,496.2,-95.0,-494.56
96.0,-9.0,432.1,-125.0,97.0,538.1,-19.0,462.1,-95.0,-494.56
96.0,-15.0,443.53,-130.0,91.0,549.53,-24.0,473.53,-100.0,-499.56
95.0,-16.0,441.57,-171.0,91.0,548.57,-64.0,472.57,-140.0,-540.56
95.0,-6.0,452.15,-171.0,101.0,559.15,-64.0,483.15,-140.0,-540.56
95.0,-21.0,450.17,-111.0,86.0,557.17,-4.0,481.17,-80.0,-480.56
95.0,-21.0,450.17,-111.0,86.0,557.17,-4.0,481.17,-80.0,-480.56
79.0,-23.0,446.17,-113.0,87.0,556.17,-3.0,479.17,-80.0,-480.56
79.0,-24.0,445.17,-118.0,86.0,555.17,-8.0,478.17,-85.0,-485.56
78.0,-25.0,442.17,-264.0,86.0,553.17,-153.0,476.17,-230.0,-630.56
69.0,-23.0,432.17,-123.0,97.0,552.17,-3.0,475.17,-80.0,-479.56
64.0,-44.0,425.17,-133.0,81.0,550.17,-8.0,473.17,-85.0,-484.56
62.0,-46.0,422.17,-135.0,81.0,549.17,-8.0,472.17,-85.0,-484.56
63.0,-45.0,423.17,-139.0,81.0,549.17,-13.0,472.17,-90.0,-490.56
62.0,-47.0,478.04,-135.0,80.0,605.04,-8.0,528.04,-85.0,-484.56
-8.0,-50.0,476.04,-142.0,114.0,640.04,22.0,528.04,-90.0,-489.56
-8.0,-50.0,480.91,-142.0,114.0,644.91,22.0,532.91,-90.0,-489.56
-8.0,-51.0,480.92,-142.0,113.0,644.92,22.0,532.92,-90.0,-489.56
-9.0,-52.0,477.92,-138.0,113.0,642.92,27.0,530.92,-85.0,-484.56
-12.0,-55.0,474.92,-146.0,113.0,642.92,22.0,530.92,-90.0,-489.56
-13.0,-55.0,473.91,-147.0,114.0,642.91,22.0,530.91,-90.0,-489.56
-14.0,-58.0,472.91,-148.0,112.0,642.91,22.0,628.91,8.0,-490.56
-15.0,-69.0,469.94,-149.0,102.0,640.94,22.0,626.94,8.0,-490.56
-16.0,-65.0,468.93,-155.0,107.0,640.93,17.0,626.93,3.0,-495.56
-17.0,-71.0,465.93,-161.0,102.0,638.93,12.0,620.93,-6.0,-500.56
-19.0,-73.0,463.92,-168.0,102.0,638.92,7.0,628.92,-3.0,-505.56
-20.0,-74.0,462.92,-174.0,102.0,638.92,2.0,621.92,-15.0,-510.56
-22.0,-75.0,459.91,-175.0,90.0,624.91,-10.0,627.91,-7.0,-510.56
-120.0,-173.0,369.92,-243.0,90.0,632.92,20.0,627.92,15.0,-480.56
-120.0,-173.0,369.91,-243.0,90.0,632.91,20.0,635.91,23.0,-480.56
-120.0,-173.0,369.91,-243.0,90.0,632.91,20.0,627.91,15.0,-480.56
-121.0,-174.0,368.91,-244.0,90.0,632.91,20.0,627.91,15.0,-480.56
-121.0,-174.0,368.91,-244.0,90.0,632.91,20.0,627.91,15.0,-480.56
-121.0,-174.0,368.92,-244.0,90.0,632.92,20.0,629.92,17.0,-482.0
-121.0,-169.0,368.91,-244.0,95.0,632.91,20.0,625.91,13.0,-482.0
-120.0,-168.0,369.91,-243.0,95.0,632.91,20.0,625.91,13.0,-482.0
-120.0,-169.0,368.91,-244.0,85.0,622.91,10.0,581.91,-31.0,-482.0
-120.0,-169.0,368.92,-244.0,85.0,622.92,10.0,581.92,-31.0,-482.0
-120.0,-169.0,368.91,-244.0,85.0,622.91,10.0,635.91,23.0,-482.0
-120.0,-169.0,368.92,-254.0,85.0,622.92,0.0,624.92,2.0,-492.0
-69.0,-118.0,419.91,-248.0,85.0,622.91,-45.0,624.91,-43.0,-537.0
-44.0,-93.0,444.92,-223.0,85.0,622.92,-45.0,624.92,-43.0,-537.0
-45.0,-94.0,443.91,-224.0,85.0,622.91,-45.0,624.91,-43.0,-511.56
-48.0,-97.0,550.01,-227.0,85.0,732.01,-45.0,734.01,-43.0,-657.99
-49.0,-98.0,547.03,-213.0,85.0,730.03,-30.0,732.03,-28.0,-499.55
-50.0,-99.0,546.03,-214.0,85.0,730.03,-30.0,732.03,-28.0,-502.55
-51.0,-100.0,545.03,-215.0,85.0,730.03,-30.0,743.03,-17.0,-505.55
-88.0,-137.0,508.03,-252.0,85.0,730.03,-30.0,743.03,-17.0,-505.55
-51.0,-100.0,428.0,-215.0,85.0,613.0,-30.0,626.0,-17.0,-533.56
-71.0,-120.0,459.78,-240.0,85.0,664.78,-35.0,677.78,-22.0,-540.58
-72.0,-126.0,459.32,-236.0,80.0,665.32,-30.0,673.32,-22.0,-532.55
-73.0,-171.0,457.32,-237.0,36.0,664.32,-30.0,672.32,-22.0,-534.55
-322.0,-338.0,268.48,-486.0,118.0,724.48,-30.0,614.48,-140.0,-694.32
-322.0,-338.0,208.32,-486.0,118.0,664.32,-30.0,554.32,-140.0,-617.14
-317.0,-333.0,335.4,-481.0,118.0,786.4,-30.0,750.4,-66.0,-619.12
-313.0,-334.0,332.42,-447.0,101.0,767.42,-12.0,738.42,-41.0,-562.34
-313.0,-334.0,328.46,-447.0,101.0,763.46,-12.0,734.46,-41.0,-586.0
-314.0,-335.0,327.46,-448.0,101.0,763.46,-12.0,734.46,-41.0,-586.0
-314.0,-335.0,325.48,-448.0,101.0,761.48,-12.0,731.48,-42.0,-587.01
-314.0,-335.0,323.5,-448.0,101.0,759.5,-12.0,729.5,-42.0,-588.02
-314.0,-335.0,319.54,-448.0,101.0,755.54,-12.0,725.54,-42.0,-589.03
-120.0,-141.0,511.56,-254.0,101.0,753.56,-12.0,723.56,-42.0,-589.05
-259.0,-280.0,368.6,-393.0,101.0,749.6,-12.0,718.6,-43.0,-591.06
-260.0,-314.0,367.6,-394.0,68.0,749.6,-12.0,713.6,-48.0,-591.06
-291.0,-355.0,336.6,-425.0,58.0,749.6,-12.0,713.6,-48.0,-591.07
-291.0,-355.0,408.6,-425.0,58.0,821.6,-12.0,784.6,-49.0,-761.6
-292.0,-357.0,363.41,-426.0,25.0,745.41,-44.0,748.41,-41.0,-593.08
-324.0,-378.0,375.6,-458.0,36.0,789.6,-44.0,754.6,-79.0,-718.39
-292.0,-346.0,521.25,-541.0,36.0,903.25,-159.0,868.25,-194.0,-712.08
-355.0,-409.0,457.25,-489.0,36.0,902.25,-44.0,867.25,-79.0,-697.46
-327.0,-331.0,257.4,-461.0,86.0,674.4,-44.0,634.4,-84.0,-697.46
-328.0,-282.0,482.25,-462.0,136.0,900.25,-44.0,814.25,-130.0,-719.4
-374.0,-328.0,406.28,-508.0,136.0,870.28,-44.0,784.28,-130.0,-721.4
-344.0,-298.0,436.28,-473.0,136.0,870.28,-39.0,784.28,-125.0,-718.42
-249.0,-270.0,434.28,-473.0,63.0,767.28,-140.0,781.28,-126.0,-714.35
-210.0,-231.0,466.26,-434.0,63.0,760.26,-140.0,774.26,-126.0,-714.35
-210.0,-231.0,284.44,-434.0,63.0,578.44,-140.0,582.44,-136.0,-714.35
-210.0,-231.0,283.44,-434.0,63.0,577.44,-140.0,581.44,-136.0,-685.41
-244.0,-265.0,248.44,-468.0,63.0,576.44,-140.0,575.44,-141.0,-685.41
-244.0,-265.0,248.44,-468.0,63.0,576.44,-140.0,575.44,-141.0,-669.63
-244.0,-265.0,201.63,-468.0,63.0,529.63,-140.0,528.63,-141.0,-591.0
-134.0,-155.0,311.63,-358.0,63.0,529.63,-140.0,501.63,-168.0,-591.0
-134.0,-155.0,356.44,-358.0,63.0,574.44,-140.0,536.44,-178.0,-591.0
-158.0,-179.0,284.61,-382.0,63.0,526.61,-140.0,487.61,-179.0,-591.0
-160.0,-181.0,282.6,-384.0,63.0,526.6,-140.0,477.6,-189.0,-530.0
-146.0,-167.0,294.57,-370.0,63.0,524.57,-140.0,485.57,-179.0,-476.0
-147.0,-168.0,291.55,-371.0,182.0,641.55,-21.0,468.55,-194.0,-477.99
-148.0,-169.0,283.53,-372.0,182.0,634.53,-21.0,461.53,-194.0,-477.99
-243.0,-199.0,174.49,-467.0,247.0,620.49,-21.0,437.49,-204.0,-480.0
-223.0,-179.0,302.22,-447.0,247.0,728.22,-21.0,555.22,-194.0,-648.51
