bf_cc,bf_bb,bf_qx,bf_zf,cc_bb,cc_qx,cc_zf,bb_qx,bb_zf,qx_zf
-300.0,28.0,351.97,-214.0,558.0,881.97,316.0,590.97,25.0,-321.98
-300.0,27.0,351.96,-214.0,557.0,881.96,316.0,590.96,25.0,-324.98
-297.0,30.0,352.94,-206.0,557.0,879.94,321.0,587.94,29.0,-321.98
-302.0,24.0,346.91,-216.0,556.0,878.91,316.0,586.91,24.0,-319.0
-297.0,29.0,350.91,-211.0,556.0,877.91,316.0,585.91,24.0,-329.98
-238.0,88.0,408.9,-152.0,556.0,876.9,316.0,584.9,24.0,-329.98
-195.0,137.0,456.87,-387.0,556.0,875.87,32.0,582.87,-261.0,-614.98
-195.0,6.0,454.87,-387.0,425.0,873.87,32.0,588.87,-253.0,-604.0
-196.0,-177.0,453.0,-388.0,243.0,873.0,32.0,586.0,-255.0,-604.0
-198.0,-179.0,449.85,-400.0,243.0,871.85,22.0,634.85,-215.0,-623.0
-198.0,-184.0,447.87,-410.0,238.0,869.87,12.0,632.87,-225.0,-415.01
-69.0,-55.0,576.87,-286.0,238.0,869.87,7.0,632.87,-230.0,-420.01
-14.0,0.0,629.87,-366.0,238.0,867.87,-128.0,630.87,-365.0,-544.0
-15.0,-1.0,626.87,-377.0,238.0,865.87,-138.0,628.87,-375.0,-567.01
-28.0,-2.0,623.88,-378.0,457.0,1082.88,81.0,627.88,-374.0,-569.01
-31.0,-56.0,616.86,-391.0,406.0,1078.86,71.0,693.86,-314.0,-496.01
-33.0,-69.0,613.86,-393.0,395.0,1077.86,71.0,692.86,-314.0,-496.01
-33.0,-69.0,583.86,-393.0,395.0,1047.86,71.0,667.86,-309.0,-784.0
-32.0,-78.0,582.86,-387.0,385.0,1045.86,76.0,665.86,-304.0,-779.0
-33.0,-79.0,579.84,-393.0,385.0,1043.84,71.0,1012.84,40.0,-784.0
-27.0,-74.0,394.72,-392.0,384.0,852.72,66.0,816.72,30.0,-495.2
-27.0,-74.0,391.74,-397.0,384.0,849.74,61.0,469.74,-319.0,-512.84
-26.0,-85.0,392.73,-396.0,372.0,849.73,61.0,813.73,25.0,-514.82
-26.0,-85.0,363.74,-406.0,372.0,820.74,51.0,784.74,15.0,-524.82
-68.0,-87.0,361.73,-407.0,387.0,835.73,67.0,713.73,-55.0,-524.82
-70.0,-94.0,358.71,-414.0,382.0,834.71,62.0,712.71,-60.0,-529.82
-71.0,-96.0,356.7,-425.0,381.0,833.7,52.0,711.7,-70.0,-539.82
-72.0,-96.0,353.68,-436.0,382.0,831.68,42.0,699.68,-90.0,-549.82
-125.0,-151.0,305.74,-494.0,380.0,836.74,37.0,704.74,-95.0,-554.83
-125.0,-154.0,300.0,-494.0,377.0,831.0,37.0,688.0,-106.0,-555.84
-126.0,-155.0,299.0,-505.0,377.0,831.0,27.0,688.0,-116.0,-567.83
-126.0,-160.0,299.0,-510.0,372.0,831.0,22.0,618.0,-191.0,-572.83
-127.0,-161.0,298.0,-511.0,372.0,831.0,22.0,613.0,-196.0,-575.83
-129.0,-168.0,296.0,-473.0,367.0,831.0,62.0,613.0,-156.0,-535.84
-127.0,-167.0,298.0,-521.0,366.0,831.0,12.0,612.0,-207.0,-587.83
-116.0,-142.0,323.0,-471.0,358.0,823.0,29.0,613.0,-181.0,-566.83
-117.0,-143.0,322.0,-472.0,358.0,823.0,29.0,613.0,-181.0,-568.83
-115.0,-146.0,324.0,-465.0,353.0,823.0,34.0,613.0,-176.0,-564.84
-115.0,-146.0,324.0,-465.0,353.0,823.0,34.0,613.0,-176.0,-566.83
-116.0,-148.0,323.0,-451.0,352.0,823.0,49.0,613.0,-161.0,-552.83
-116.0,-149.0,323.0,-456.0,351.0,823.0,44.0,613.0,-166.0,-558.84
-114.0,-147.0,325.0,-454.0,351.0,823.0,44.0,1013.0,234.0,-560.84
-115.0,-155.0,324.0,-460.0,344.0,823.0,39.0,1013.0,229.0,-568.83
-81.0,-121.0,358.0,-431.0,344.0,823.0,34.0,1013.0,224.0,-573.84
-83.0,-120.0,356.0,-258.0,347.0,823.0,209.0,1013.0,399.0,-403.83
-83.0,-75.0,356.0,-263.0,392.0,823.0,204.0,359.0,-260.0,-409.83
-267.0,-89.0,343.0,-281.0,561.0,993.0,369.0,1018.0,394.0,-416.83
-268.0,-122.0,342.0,-282.0,529.0,993.0,369.0,948.0,324.0,-417.83
-269.0,-91.0,341.0,-293.0,561.0,993.0,359.0,948.0,314.0,-427.84
-268.0,-90.0,342.0,-292.0,561.0,993.0,359.0,948.0,314.0,-427.84
-269.0,-101.0,359.21,-298.0,551.0,1011.21,354.0,966.21,309.0,-435.84
-269.0,-100.0,359.21,-303.0,552.0,1011.21,349.0,966.21,304.0,-441.84
-268.0,-99.0,360.21,-302.0,552.0,1011.21,349.0,966.21,304.0,-443.83
-267.0,-99.0,378.0,-306.0,551.0,1028.0,344.0,982.0,298.0,-667.2
-268.0,-100.0,377.0,-312.0,551.0,1028.0,339.0,982.0,293.0,-673.2
-282.0,-87.0,394.0,-300.0,525.0,1006.0,312.0,972.0,278.0,-678.2
-282.0,-87.0,396.0,-305.0,525.0,1008.0,307.0,985.0,284.0,-682.2
-282.0,-87.0,396.0,-310.0,525.0,1008.0,302.0,973.0,267.0,-687.2
-282.0,-87.0,396.0,-315.0,525.0,1008.0,297.0,728.0,17.0,-692.2
-282.0,-87.0,441.01,-320.0,525.0,1053.01,292.0,763.01,2.0,-697.2
-282.0,-56.0,439.95,-320.0,556.0,1051.95,292.0,761.95,2.0,-697.2
-299.0,-105.0,420.93,-337.0,524.0,1049.93,292.0,758.93,1.0,-697.2
-322.0,-346.0,361.0,-363.0,305.0,1012.0,288.0,928.0,204.0,-723.2
-322.0,-346.0,361.0,-368.0,305.0,1012.0,283.0,927.0,198.0,-260.0
-322.0,-346.0,353.98,-368.0,305.0,1004.98,283.0,919.98,198.0,-261.98
-322.0,-347.0,346.96,-333.0,304.0,997.96,318.0,907.96,228.0,-227.98
-322.0,-347.0,344.93,-333.0,304.0,995.93,318.0,905.93,228.0,-232.98
-342.0,-347.0,342.91,-333.0,279.0,968.91,293.0,893.91,218.0,-233.98
-342.0,-348.0,340.92,-333.0,278.0,966.92,293.0,886.92,213.0,-234.96
-342.0,-340.0,194.6,-333.0,286.0,820.6,293.0,735.6,208.0,-237.96
-343.0,-341.0,193.59,-334.0,286.0,820.59,293.0,735.59,208.0,-238.96
-343.0,-341.0,186.57,-334.0,286.0,813.57,293.0,718.57,198.0,-240.96
-343.0,-341.0,184.54,-334.0,286.0,811.54,293.0,711.54,193.0,-241.96
-343.0,-175.0,184.53,-334.0,452.0,811.53,293.0,493.53,-25.0,-241.97
-343.0,-175.0,179.54,-334.0,452.0,806.54,293.0,488.54,-25.0,-250.98
-343.0,-71.0,193.59,-334.0,556.0,820.59,293.0,492.59,-35.0,-258.99
-343.0,-71.0,193.59,-334.0,556.0,820.59,293.0,298.59,-229.0,-258.99
-343.0,-71.0,193.6,-334.0,556.0,820.6,293.0,298.6,-229.0,-266.02
-343.0,-155.0,246.45,-334.0,472.0,873.45,293.0,544.45,-36.0,-273.06
-276.0,-154.0,287.43,-333.0,422.0,863.43,243.0,580.43,-40.0,-279.09
-276.0,-18.0,284.45,-343.0,558.0,860.45,233.0,507.45,-120.0,-297.12
-294.0,-36.0,264.45,-366.0,558.0,858.45,228.0,505.45,-125.0,-332.12
-295.0,-174.0,263.45,-372.0,421.0,858.45,223.0,504.45,-131.0,-344.15
-295.0,-179.0,261.44,-372.0,416.0,856.44,223.0,502.44,-131.0,-346.17
-295.0,-179.0,261.44,-382.0,416.0,856.44,213.0,502.44,-141.0,-363.17
-296.0,-181.0,260.44,-388.0,415.0,856.44,208.0,502.44,-146.0,-376.19
-297.0,-182.0,257.46,-394.0,415.0,854.46,203.0,500.46,-151.0,-382.2
-295.0,-180.0,259.45,-392.0,415.0,854.45,203.0,500.45,-151.0,-389.22
-295.0,-180.0,257.45,-392.0,415.0,852.45,203.0,553.45,-96.0,-396.23
-318.0,-42.0,257.44,-397.0,612.0,911.44,257.0,543.44,-111.0,-402.25
-318.0,-92.0,255.43,-397.0,562.0,909.43,257.0,365.43,-287.0,-425.22
-318.0,-110.0,253.43,-402.0,544.0,907.43,252.0,363.43,-292.0,-436.26
-317.0,-109.0,254.42,-561.0,544.0,907.42,92.0,428.42,-387.0,-604.28
-333.0,-130.0,238.42,-582.0,539.0,907.42,87.0,538.42,-282.0,-609.28
-334.0,-131.0,235.44,-578.0,539.0,905.44,92.0,536.44,-277.0,-628.25
-333.0,-130.0,229.42,-592.0,539.0,898.42,77.0,529.42,-292.0,-649.28
-325.0,-122.0,228.4,-414.0,539.0,889.4,247.0,515.4,-127.0,-495.25
-317.0,-114.0,234.42,-411.0,539.0,887.42,242.0,513.42,-132.0,-500.26
-317.0,-115.0,231.42,-411.0,538.0,884.42,242.0,519.42,-123.0,-509.3
-353.0,-119.0,230.42,-411.0,540.0,889.42,248.0,518.42,-123.0,-516.31
-353.0,-114.0,228.42,-416.0,545.0,887.42,243.0,506.42,-138.0,-521.33
-353.0,-120.0,225.42,-416.0,539.0,884.42,243.0,513.42,-128.0,-521.35
-317.0,-84.0,260.42,-380.0,539.0,883.42,243.0,517.42,-123.0,-528.35
-317.0,-84.0,255.42,-385.0,539.0,878.42,238.0,512.42,-128.0,-533.36
-317.0,-84.0,252.42,-380.0,539.0,875.42,243.0,509.42,-123.0,-528.38
-317.0,-89.0,251.41,-380.0,534.0,874.41,243.0,508.41,-123.0,-528.4
-317.0,-89.0,249.42,-380.0,534.0,872.42,243.0,524.42,-105.0,-528.42
-317.0,-95.0,248.42,-380.0,528.0,871.42,243.0,523.42,-105.0,-528.44
-317.0,-90.0,248.42,-380.0,533.0,871.42,243.0,523.42,-105.0,-528.45
-335.0,-95.0,245.42,-380.0,534.0,874.42,249.0,427.42,-198.0,-528.47
-335.0,-91.0,245.42,-265.0,538.0,874.42,364.0,520.42,10.0,-413.47
-335.0,-91.0,243.42,-270.0,538.0,872.42,359.0,518.42,5.0,-418.48
-335.0,-91.0,242.42,-275.0,538.0,871.42,354.0,517.42,0.0,-423.49
-335.0,-91.0,240.42,-275.0,538.0,869.42,354.0,515.42,0.0,-423.51
-335.0,-95.0,239.42,-280.0,534.0,868.42,349.0,514.42,-5.0,-428.53
-335.0,1.0,239.41,-280.0,630.0,868.41,349.0,239.41,-280.0,-428.55
-335.0,1.0,238.41,-285.0,630.0,867.41,344.0,238.41,-285.0,-433.56
-336.0,1.0,373.58,-290.0,608.0,980.58,317.0,373.58,-290.0,-438.58
-336.0,-50.0,371.58,-290.0,557.0,978.58,317.0,646.58,-15.0,-439.59
-336.0,-50.0,368.58,-290.0,557.0,975.58,317.0,642.58,-16.0,-439.62
-336.0,-60.0,367.58,-290.0,547.0,974.58,317.0,795.58,138.0,-440.6
-336.0,-67.0,364.58,-290.0,540.0,971.58,317.0,792.58,138.0,-441.61
-336.0,-67.0,362.58,-290.0,540.0,969.58,317.0,785.58,133.0,-442.63
-336.0,-68.0,360.57,-215.0,539.0,967.57,392.0,783.57,208.0,-472.25
-336.0,-68.0,359.57,-280.0,539.0,966.57,327.0,782.57,143.0,-431.64
-336.0,-72.0,324.15,-280.0,535.0,931.15,327.0,747.15,143.0,-431.64
-337.0,-73.0,322.15,-286.0,535.0,930.15,322.0,745.15,137.0,-436.64
-337.0,-74.0,322.15,-286.0,534.0,930.15,322.0,745.15,137.0,-436.64
-337.0,-74.0,320.15,-286.0,534.0,928.15,322.0,743.15,137.0,-436.64
-335.0,-72.0,320.12,-289.0,534.0,926.12,317.0,741.12,132.0,-360.74
-161.0,102.0,466.14,-120.0,534.0,898.14,312.0,713.14,127.0,-365.75
-145.0,102.0,465.14,-120.0,351.0,714.14,129.0,712.14,127.0,-367.75
-145.0,102.0,464.13,-125.0,351.0,713.13,124.0,713.13,124.0,-372.77
-145.0,-297.0,459.13,-125.0,-48.0,708.13,124.0,809.13,225.0,-400.75
33.0,280.0,635.11,53.0,351.0,706.11,124.0,754.11,172.0,-400.76
33.0,280.0,635.11,58.0,351.0,706.11,129.0,754.11,177.0,-395.76
75.0,322.0,675.1,90.0,351.0,704.1,119.0,752.1,167.0,-407.77
79.0,321.0,672.08,94.0,346.0,697.08,119.0,745.08,167.0,-405.76
79.0,-123.0,665.06,89.0,-98.0,690.06,114.0,818.06,242.0,-410.74
79.0,-128.0,662.06,89.0,-103.0,687.06,114.0,815.06,242.0,-315.55
81.0,-131.0,661.06,116.0,-108.0,684.06,139.0,812.06,267.0,-292.53
81.0,-136.0,632.06,86.0,-113.0,655.06,109.0,783.06,237.0,-324.51
80.0,-137.0,631.06,85.0,-113.0,655.06,109.0,783.06,237.0,-324.51
62.0,-134.0,634.05,88.0,87.0,855.05,309.0,783.05,237.0,-326.49
62.0,-135.0,633.04,88.0,86.0,854.04,309.0,772.04,227.0,-328.47
63.0,-134.0,633.03,114.0,86.0,853.03,334.0,771.03,252.0,-305.45
63.0,-119.0,630.03,114.0,101.0,850.03,334.0,748.03,232.0,-307.43
62.0,-130.0,629.02,113.0,91.0,850.02,334.0,768.02,252.0,-309.41
62.0,-120.0,626.03,113.0,101.0,847.03,334.0,765.03,252.0,-230.0
64.0,-118.0,625.01,115.0,101.0,844.01,334.0,762.01,252.0,-231.98
64.0,323.0,625.0,115.0,542.0,844.0,334.0,757.0,247.0,-231.98
152.0,507.0,624.0,115.0,719.0,836.0,327.0,761.0,252.0,-231.98
152.0,316.0,623.99,115.0,528.0,835.99,327.0,601.99,93.0,-231.98
-35.0,128.0,435.98,-72.0,527.0,834.98,327.0,744.98,237.0,-231.98
-35.0,128.0,433.95,-72.0,527.0,832.95,327.0,752.95,247.0,-231.98
-35.0,128.0,432.95,-72.0,527.0,831.95,327.0,746.95,242.0,-231.98
-35.0,128.0,432.94,-72.0,527.0,831.94,327.0,746.94,242.0,-231.98
-35.0,127.0,431.92,-72.0,526.0,830.92,327.0,745.92,242.0,-231.98
-62.0,99.0,402.92,-104.0,525.0,828.92,322.0,743.92,237.0,-236.98
-63.0,92.0,400.91,-110.0,519.0,827.91,317.0,742.91,232.0,-241.98
-63.0,92.0,400.9,-110.0,519.0,827.9,317.0,742.9,232.0,-241.98
-63.0,91.0,398.87,-110.0,518.0,825.87,317.0,523.87,15.0,-241.98
-63.0,91.0,398.87,-110.0,518.0,825.87,317.0,739.87,231.0,-241.98
-61.0,-175.0,398.86,-110.0,118.0,691.86,183.0,739.86,231.0,-241.98
-61.0,-185.0,397.86,-110.0,108.0,690.86,183.0,738.86,231.0,-241.98
-61.0,-185.0,396.83,-110.0,108.0,689.83,183.0,737.83,231.0,-241.98
-61.0,-176.0,393.99,-110.0,117.0,686.99,183.0,734.99,231.0,-241.98
-33.0,-148.0,420.98,-82.0,117.0,685.98,183.0,732.98,230.0,-241.98
76.0,-49.0,529.97,27.0,107.0,685.97,183.0,732.97,230.0,-241.98
78.0,-47.0,529.96,29.0,107.0,683.96,183.0,730.96,230.0,-241.98
86.0,-39.0,536.95,37.0,107.0,682.95,183.0,729.95,230.0,-241.98
80.0,-40.0,534.94,36.0,105.0,679.94,181.0,723.94,225.0,-243.0
80.0,-40.0,533.93,31.0,105.0,678.93,176.0,722.93,220.0,-249.98
79.0,-42.0,531.9,30.0,104.0,677.9,176.0,721.9,220.0,-249.98
156.0,328.0,607.9,107.0,397.0,676.9,176.0,495.9,-5.0,-251.96
156.0,328.0,616.99,107.0,397.0,685.99,176.0,504.99,-5.0,-252.96
160.0,331.0,620.99,111.0,396.0,685.99,176.0,503.99,-6.0,-255.96
157.0,328.0,617.99,103.0,396.0,685.99,171.0,499.99,-15.0,-260.96
157.0,328.0,617.99,103.0,396.0,685.99,171.0,498.99,-16.0,-262.96
157.0,328.0,617.99,158.0,396.0,685.99,226.0,498.99,39.0,-208.97
143.0,331.0,620.99,156.0,554.0,843.99,379.0,498.99,34.0,-215.96
143.0,331.0,620.99,146.0,554.0,843.99,369.0,498.99,24.0,-228.96
143.0,331.0,620.99,146.0,554.0,843.99,369.0,498.99,24.0,-229.96
145.0,333.0,622.99,143.0,554.0,843.99,364.0,504.99,25.0,-236.96
145.0,333.0,541.98,143.0,554.0,762.98,364.0,423.98,25.0,-239.96
129.0,335.0,543.98,145.0,553.0,761.98,363.0,416.98,18.0,-267.96
128.0,334.0,542.98,144.0,553.0,761.98,363.0,416.98,18.0,-269.97
128.0,334.0,542.98,154.0,553.0,761.98,373.0,416.98,28.0,-262.97
128.0,333.0,542.98,149.0,552.0,761.98,368.0,406.98,13.0,-269.97
129.0,334.0,543.98,150.0,552.0,761.98,368.0,406.98,13.0,-270.97
129.0,333.0,543.98,150.0,551.0,761.98,368.0,307.98,-86.0,-272.97
129.0,333.0,543.98,155.0,551.0,761.98,373.0,406.98,18.0,-270.97
130.0,334.0,543.98,156.0,551.0,760.98,373.0,405.98,18.0,-117.16
130.0,334.0,543.98,156.0,551.0,760.98,373.0,421.98,34.0,-117.16
130.0,334.0,543.98,156.0,551.0,760.98,373.0,404.98,17.0,-123.7
179.0,383.0,592.97,205.0,551.0,760.97,373.0,403.97,16.0,8.5
148.0,382.0,562.97,205.0,555.0,735.97,378.0,373.97,16.0,7.48
148.0,382.0,561.97,205.0,555.0,734.97,378.0,372.97,16.0,-14.0
78.0,312.0,490.94,135.0,555.0,733.94,378.0,371.94,16.0,-16.0
-22.0,212.0,389.94,35.0,555.0,732.94,378.0,370.94,16.0,-17.0
-23.0,210.0,390.0,34.0,554.0,734.0,378.0,367.0,11.0,-19.0
-22.0,211.0,359.94,35.0,554.0,702.94,378.0,335.94,11.0,-20.0
-23.0,210.0,491.75,34.0,554.0,835.75,378.0,468.75,11.0,-22.02
-23.0,210.0,491.75,29.0,554.0,835.75,373.0,468.75,6.0,-330.94
-23.0,210.0,499.0,29.0,554.0,843.0,373.0,499.0,29.0,-331.94
-23.0,210.0,499.0,29.0,554.0,843.0,373.0,499.0,29.0,-332.95
-23.0,205.0,498.0,29.0,549.0,842.0,373.0,498.0,29.0,-333.97
-34.0,205.0,498.0,34.0,537.0,830.0,366.0,498.0,34.0,-328.97
-34.0,205.0,498.0,34.0,537.0,830.0,366.0,498.0,34.0,-329.95
-33.0,206.0,500.0,35.0,537.0,831.0,366.0,499.0,34.0,-329.95
-53.0,186.0,480.0,20.0,537.0,831.0,371.0,494.0,34.0,-327.94
-54.0,185.0,479.0,19.0,537.0,831.0,371.0,494.0,34.0,-322.82
-54.0,185.0,478.98,19.0,537.0,830.98,371.0,393.98,-66.0,-322.82
-55.0,184.0,477.98,18.0,537.0,830.98,371.0,494.98,35.0,-42.8
-55.0,184.0,474.96,18.0,537.0,827.96,371.0,486.96,30.0,-44.82
-55.0,184.0,448.0,-172.0,537.0,801.0,181.0,460.0,-160.0,-235.82
-56.0,184.0,477.99,-177.0,523.0,816.99,162.0,489.99,-165.0,-242.82
-56.0,184.0,472.67,-177.0,523.0,811.67,162.0,484.67,-165.0,-243.82
-56.0,297.0,472.67,-182.0,636.0,811.67,157.0,484.67,-170.0,-249.85
-56.0,290.0,472.66,-187.0,629.0,811.66,152.0,484.66,-175.0,-257.83
-56.0,290.0,472.66,63.0,629.0,811.66,402.0,483.66,74.0,-7.83
-56.0,290.0,470.66,63.0,629.0,809.66,402.0,471.66,64.0,-9.83
-56.0,286.0,470.65,63.0,625.0,809.65,402.0,471.65,64.0,-12.85
-56.0,286.0,468.65,58.0,625.0,807.65,397.0,469.65,59.0,-19.84
-35.0,302.0,489.64,74.0,620.0,807.64,392.0,468.64,53.0,-24.85
-36.0,296.0,458.64,73.0,615.0,777.64,392.0,245.64,-140.0,-26.87
-36.0,296.0,458.64,68.0,615.0,777.64,387.0,245.64,-145.0,-34.87
45.0,300.0,456.64,68.0,638.0,794.64,406.0,243.64,-145.0,-62.85
45.0,300.0,456.64,68.0,638.0,794.64,406.0,242.64,-146.0,-64.85
45.0,301.0,456.63,68.0,639.0,794.63,406.0,242.63,-146.0,-65.85
45.0,295.0,456.63,63.0,633.0,794.63,401.0,242.63,-151.0,-73.85
45.0,295.0,458.64,58.0,633.0,796.64,396.0,244.64,-156.0,-80.85
45.0,295.0,458.64,58.0,633.0,796.64,396.0,244.64,-156.0,-80.85
45.0,295.0,454.62,58.0,633.0,792.62,396.0,240.62,-156.0,-83.87
45.0,295.0,458.64,63.0,633.0,796.64,401.0,244.64,-151.0,-80.86
28.0,294.0,454.0,63.0,632.0,792.0,401.0,240.0,-151.0,-82.88
28.0,289.0,454.0,63.0,627.0,792.0,401.0,240.0,-151.0,-110.87
28.0,289.0,449.0,68.0,627.0,787.0,406.0,235.0,-146.0,-107.87
28.0,284.0,487.99,68.0,622.0,825.99,406.0,273.99,-146.0,-386.0
28.0,289.0,487.99,68.0,627.0,825.99,406.0,273.99,-146.0,-386.0
28.0,239.0,486.01,68.0,577.0,824.01,406.0,272.01,-146.0,-387.0
29.0,240.0,489.0,69.0,577.0,826.0,406.0,477.0,57.0,-388.0
29.0,240.0,489.0,69.0,577.0,826.0,406.0,480.0,60.0,-388.0
29.0,230.0,493.99,69.0,567.0,830.99,406.0,481.99,57.0,-388.0
-9.0,244.0,494.0,69.0,459.0,709.0,284.0,482.0,57.0,-388.0
-9.0,234.0,494.0,69.0,449.0,709.0,284.0,485.0,60.0,-275.73
-9.0,229.0,491.98,69.0,444.0,706.98,284.0,482.98,60.0,-315.36
-9.0,229.0,493.04,69.0,444.0,708.04,284.0,480.04,56.0,-317.39
-9.0,229.0,493.04,69.0,444.0,708.04,284.0,480.04,56.0,-319.42
-40.0,198.0,463.0,38.0,444.0,709.0,284.0,481.0,56.0,-319.42
-40.0,198.0,463.0,38.0,444.0,709.0,284.0,481.0,56.0,-321.44
-12.0,226.0,490.99,66.0,444.0,708.99,284.0,482.99,58.0,-321.44
-12.0,213.0,490.99,66.0,431.0,708.99,284.0,482.99,58.0,-268.35
-9.0,216.0,492.99,69.0,431.0,707.99,284.0,481.99,58.0,-270.35
-9.0,216.0,499.0,69.0,431.0,714.0,284.0,488.0,58.0,-300.35
-9.0,206.0,494.0,69.0,421.0,709.0,284.0,483.0,58.0,-301.35
-9.0,215.0,493.99,69.0,430.0,708.99,284.0,482.99,58.0,-302.38
-9.0,206.0,493.99,64.0,421.0,708.99,279.0,482.99,53.0,-307.38
-30.0,201.0,493.99,59.0,415.0,707.99,273.0,482.99,48.0,-312.39
-30.0,201.0,499.0,49.0,415.0,713.0,263.0,488.0,38.0,-326.12
-60.0,156.0,469.0,19.0,400.0,713.0,263.0,485.0,35.0,-326.12
-60.0,166.0,469.0,19.0,410.0,713.0,263.0,485.0,35.0,-328.12
-34.0,181.0,495.0,45.0,399.0,713.0,263.0,485.0,35.0,-330.14
-32.0,193.0,497.0,47.0,409.0,713.0,263.0,475.0,25.0,-356.45
-30.0,186.0,499.0,49.0,400.0,713.0,263.0,488.0,38.0,-356.45
-46.0,181.0,498.0,49.0,396.0,713.0,264.0,474.0,25.0,-356.45
-46.0,181.0,499.0,49.0,396.0,714.0,264.0,488.0,38.0,-356.45
-46.0,181.0,499.0,49.0,396.0,714.0,264.0,488.0,38.0,-356.45
-46.0,181.0,499.0,44.0,396.0,714.0,259.0,403.0,-52.0,-361.45
-46.0,181.0,499.0,44.0,396.0,714.0,259.0,403.0,-52.0,-361.45
-46.0,176.0,499.0,39.0,391.0,714.0,254.0,403.0,-57.0,-366.45
-46.0,176.0,499.0,39.0,391.0,714.0,254.0,488.0,28.0,-366.45
-46.0,171.0,499.0,39.0,386.0,714.0,254.0,487.0,27.0,-366.45
-46.0,171.0,499.0,29.0,386.0,714.0,244.0,487.0,17.0,-376.45
-64.0,171.0,494.0,29.0,385.0,708.0,243.0,480.0,15.0,-376.45
-64.0,187.0,494.0,24.0,401.0,708.0,238.0,470.0,0.0,-381.45
-64.0,187.0,494.0,24.0,401.0,708.0,238.0,470.0,0.0,-381.45
-64.0,182.0,494.0,24.0,396.0,708.0,238.0,470.0,0.0,-381.45
-64.0,182.0,499.0,24.0,396.0,713.0,238.0,480.0,5.0,-381.45
-64.0,182.0,497.0,24.0,396.0,711.0,238.0,478.0,5.0,-97.01
-64.0,182.0,489.98,24.0,396.0,703.98,238.0,470.98,5.0,-100.0
-64.0,182.0,374.67,24.0,396.0,588.67,238.0,355.67,5.0,-107.02
-64.0,182.0,367.65,24.0,396.0,581.65,238.0,348.65,5.0,-113.04
-64.0,182.0,365.63,24.0,396.0,579.63,238.0,264.63,-77.0,-121.07
-64.0,187.0,365.63,24.0,401.0,579.63,238.0,340.63,-1.0,-130.07
-97.0,101.0,401.72,24.0,316.0,616.72,239.0,367.72,-10.0,-341.63
-97.0,101.0,399.7,29.0,316.0,614.7,244.0,374.7,4.0,-141.11
-97.0,101.0,401.71,29.0,316.0,616.71,244.0,376.71,4.0,-194.81
-97.0,101.0,433.22,29.0,316.0,648.22,244.0,408.22,4.0,-370.7
-97.0,101.0,433.22,24.0,316.0,648.22,239.0,408.22,-1.0,-375.7
-97.0,101.0,433.22,19.0,316.0,648.22,234.0,398.22,-16.0,-381.7
-97.0,101.0,433.22,14.0,316.0,648.22,229.0,408.22,-11.0,-237.89
-97.0,101.0,432.22,4.0,316.0,647.22,219.0,407.22,-21.0,-331.24
-97.0,101.0,432.22,-6.0,316.0,647.22,209.0,406.22,-32.0,-342.24
-97.0,101.0,423.2,-11.0,316.0,638.2,204.0,397.2,-37.0,-201.07
-97.0,101.0,413.18,-11.0,316.0,628.18,204.0,387.18,-37.0,-229.07
-220.0,96.0,406.16,-11.0,423.0,733.16,316.0,349.16,-68.0,-229.08
-220.0,91.0,404.18,-16.0,418.0,731.18,311.0,383.18,-37.0,-234.08
-220.0,91.0,403.18,-21.0,418.0,730.18,306.0,391.18,-33.0,-239.08
-220.0,91.0,398.18,-26.0,418.0,725.18,301.0,387.18,-37.0,-244.08
-220.0,91.0,397.18,-26.0,418.0,724.18,301.0,385.18,-38.0,-244.07
-220.0,91.0,394.18,-31.0,418.0,721.18,296.0,382.18,-43.0,-249.08
-220.0,91.0,336.15,-31.0,418.0,663.15,296.0,324.15,-43.0,-249.08
-146.0,86.0,336.15,-31.0,431.0,681.15,314.0,324.15,-43.0,-249.08
-159.0,73.0,322.15,-44.0,431.0,680.15,314.0,314.15,-52.0,-249.07
-159.0,78.0,322.15,-44.0,436.0,680.15,314.0,323.15,-43.0,-249.08
-159.0,78.0,323.15,-44.0,436.0,681.15,314.0,314.15,-53.0,-251.08
-159.0,78.0,323.15,-44.0,436.0,681.15,314.0,314.15,-53.0,-251.08
-160.0,77.0,322.15,-50.0,436.0,681.15,309.0,325.15,-47.0,-258.08
-147.0,90.0,335.15,-37.0,436.0,681.15,309.0,325.15,-47.0,-371.1
-147.0,90.0,335.15,-37.0,436.0,681.15,309.0,325.15,-47.0,-371.1
-148.0,89.0,411.57,-38.0,436.0,758.57,309.0,362.57,-87.0,-371.1
-148.0,89.0,412.53,-8.0,436.0,759.53,339.0,403.53,-17.0,-341.1
-148.0,89.0,405.51,-8.0,436.0,752.51,339.0,396.51,-17.0,-231.09
-148.0,89.0,404.51,-13.0,436.0,751.51,334.0,395.51,-22.0,-236.1
-148.0,89.0,390.47,-8.0,436.0,737.47,339.0,383.47,-15.0,-232.11
-179.0,87.0,386.47,-10.0,436.0,735.47,339.0,381.47,-15.0,-233.11
-189.0,77.0,377.47,-25.0,436.0,736.47,334.0,372.47,-30.0,-239.12
-189.0,77.0,368.45,-25.0,436.0,727.45,334.0,363.45,-30.0,-240.13
-190.0,76.0,367.45,-26.0,436.0,727.45,334.0,363.45,-30.0,-241.14
-190.0,76.0,367.45,-26.0,436.0,727.45,334.0,363.45,-30.0,-241.15
